number,trial_code,form_id,surveyor_name,entreprenuer_strata,demo_location,demo_location_other,trial_name,bizops_name,bizops_product,demo_nationality,demo_nationality_other,demo_gender,demo_age,demo_educlevel,demo_educlevel_level,demo_incomeearner_only,demo_incomeearner_count,demo_primaryincome,demo_primaryincome_other,demo_primaryincome_UNHCR,demo_primaryincome_own_biz,demo_primaryincome_no_stable,demo_primaryincome_no_stable_looking,demo_primaryincome_part_time,demo_primaryincome_full_time,demo_primaryincome_other_biz,demo_primaryincome_extra,demo_primaryincome_write,bizops_sector,bizops_sector_biz,bizops_sector_other,bizops_elec_computer,bizops_elec_smart_phone,bizops_elec_feature_phone,bizops_elec_tablet,bizops_elec_none,bizops_elec_extra,bizops_firstsale_date,bizops_firstsale_today,bizops_operation_period,bizops_age_range,bizops_register_kra,employees_count_fulltime,employees__fulltime_worktime_week,employees_count_parttime,employees__parttime_worktime_week,employees_count_casual,employees_count_temp,employees_temp_reason,employees_count_total,employees_fulltime_age_range_0_17,employees_fulltime_age_range_18_30,employees_fulltime_age_range_31_50,employees_fulltime_age_range_51,employees_fulltime_age_range_none,employees_fulltime_age_range_extra,employees_parttime_age_range_0_17,employees_parttime_age_range_18_30,employees_parttime_age_range_31_50,employees_parttime_age_range_51,employees_parttime_age_range_none,employees_parttime_age_range_extra,employees_casual_age_range_0_17,employees_casual_age_range_18_30,employees_casual_age_range_31_50,employees_casual_age_range_51,employees_casual_age_range_none,employees_casual_age_range_extra,employees_count_gender_m,employees_count_gender_f,employees_count_refugee,bizops_motivation,bizops_motivation_other,bizops_fin_new_6,bizops_fin_loans_family,bizops_fin_loans_groups,bizops_fin_MFI_banks,bizops_fin_donation_grants,bizops_fin_investor,bizops_fin_other,bizops_fin_extra,bizops_fin_other_write,bizops_fin_amt_family,bizops_fin_amt_loans_groups,bizops_fin_amt_MFI_banks,bizops_fin_amt_NGO,bizops_fin_amt_investor,bizops_fin_not_apply,bizops_fin_not_apply_write,bizops_fin_bank_acc,bizops_fin_bank_acc_why,bizops_fin_bank_acc_why_write,customer_count_monthly,customer_main_individual,customer_main_household,customer_main_community,customer_main_smbiz,customer_main_lbiz,customer_main_govt,customer_main_NGOs,customer_main_other,customer_main_extra,customer_main_other_write,records_sales_monthly,salesrev_avgrevenue_last_year,salesrev_avgrevenue_monthly_baseline,salesrev_avgrevenue_fluctuate,salesrev_avgrevenue_season_fluctuate,salesrev_avgrevenue_most_jan,salesrev_avgrevenue_most_feb,salesrev_avgrevenue_most_mar,salesrev_avgrevenue_most_apr,salesrev_avgrevenue_most_may,salesrev_avgrevenue_most_jun,salesrev_avgrevenue_most_jul,salesrev_avgrevenue_most_aug,salesrev_avgrevenue_most_sept,salesrev_avgrevenue_most_oct,salesrev_avgrevenue_most_nov,salesrev_avgrevenue_most_dec,salesrev_avgrevenue_most_none,salesrev_avgrevenue_most_other,salesrev_avgrevenue_most_extra,salesrev_avgrevenue_least_none,salesrev_avgrevenue_least_jan,salesrev_avgrevenue_least_feb,salesrev_avgrevenue_least_mar,salesrev_avgrevenue_least_apr,salesrev_avgrevenue_least_may,salesrev_avgrevenue_least_jun,salesrev_avgrevenue_least_jul,salesrev_avgrevenue_least_aug,salesrev_avgrevenue_least_sept,salesrev_avgrevenue_least_oct,salesrev_avgrevenue_least_nov,salesrev_avgrevenue_least_dec,salesrev_avgrevenue_least_other,salesrev_avgrevenue_least_extra,bizops_suppliers_count,bizops_transporters_count,bizops_transporters_foot,bizops_transporters_bicycle,bizops_transporters_motorbike,bizops_transporters_car,bizops_transporters_trucks,bizops_transporters_other,bizops_transporters_extra,bizops_transporters_other_write,bizops_actors_supply_chain,bizops_actors_supply_chain_write,demo_biz_development,demo_biz_development_write,demo_biz_development_skills_acc,demo_biz_development_skills_hr,demo_biz_development_skills_marketing,demo_biz_development_skills_fin_mgmt,demo_biz_development_skills_dig_fin_skills,demo_biz_development_skills_new_it,demo_biz_development_skills_sales,demo_biz_development_skills_planning,demo_biz_development_skills_other,demo_biz_development_skills_extra,demo_biz_development_skills_write,sales,marketing,operation_management,bookkeeping,biz_plan,cashflow_mgmt,inventory_mgmt,biz_network_partnerships,learn_about_social_media,learn_about_news_papers,learn_about_past_clients,learn_about_aec_staff,learn_about_others,learn_about_extra,learn_about_other_specify,meals_day_count,meals_day_not_eating_count,meals_meat_count,expense_clothing,assets_acquired_6,assets_acquired_other,fuel_cooking,share_other,share_other_write,thanks,survey_complete,survey_complete_time,survey_start_time,username,received_on,Year,Department,asset_indicator,survey_name
79,KEN-093,05a0f840-731e-480d-b0e9-5bec2364d5f7,Samadou Nyongolo,refugee-client,kakuma_4,,test_group,shop,Food stuffs and cosmetics,Burundian,,0,25,4,Attended High School,1,3,Self-employment/my_business,,0,1,0,0,0,0,0,0,,12,Food Store (Bamba Chakula),,0,0,1,0,0,0,8/1/14,2/1/20,5,4-6 years,1,1,82,0,0,2,1/ month,no,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,To_supplement_my_existing_income_from_other_sources,no,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_have_the_need_for_credit,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,300,1,0,0,0,0,0,0,0,0,0,1,3000000,250000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,,participate_past_bdp,,0,0,0,0,0,0,1,0,0,0,0,2,4,3,2,3,3,1,5,0,0,0,1,0,0,0,3,3,3_more,1_6months,others,No,4,1,I thank you for giving us skills,0,1,9/27/19 10:41,9/27/19 10:02,aeck_15,9/30/19 12:24,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
80,KEN-094,851bcb98-6849-4a00-9b24-9bcfa8925bd3,Samadou Nyongolo,refugee-client,kakuma_4,,test_group,Retail shop,Food stuffs,south_sudan,,1,24,2,Attended Primary,0,0,Self-employment/my_business,,0,1,0,0,0,0,0,0,,12,Food Store (Bamba Chakula),,0,0,1,0,0,0,1/1/17,2/1/20,3,3 years,1,2,60,0,0,0,,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,To_increase_income_independently,no,1,1,0,0,0,0,0,0,,20000,0,0,0,0,,,0,Other,i dont have enough money to keep in the bank,300,0,0,1,0,0,0,0,0,0,0,1,180000,15000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,,no,,0,0,0,0,0,0,1,0,0,0,0,3,2,3,3,4,3,3,2,0,0,0,1,0,0,0,1,3,2_month,none,others,No,3,1,I appreciate you for giving us the skills.,0,1,9/27/19 14:33,9/27/19 14:07,aeck_15,9/30/19 12:24,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
85,KEN-099,2be9eff1-10ee-455a-9b9f-e15c9d416b56,Samuel Mwangangi,refugee-client,kakuma3,,test_group,Ali Mohamed,food items and miraa,somalian,,0,53,1,No Formal Education,1,12,Self-employment/my_business,,1,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,6/15/95,2/1/20,24,> 6 years,0,1,84,0,0,0,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,To_create_my_own_job_due_to_lack_of_employment,none,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_qualify_for_credit,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,560,1,1,1,0,0,0,0,0,0,0,0,240000,20000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,0,0,1,1,0,0,0,0,0,,no,,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,1,0,0,0,2,0,3_more,1_6months,others,none,3,0,,welcome,1,9/25/19 9:39,9/25/19 9:28,aeck_19,9/25/19 12:18,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
88,KEN-102,76c0cde7-5ed3-4b41-9b7e-ef91dd0d1255,Nachomo,refugee-client,kalobeyei,,test_group,Zoe Shop,Maize and beans (Bamba chakula),Congolese,,0,30,7,Diploma,1,3,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,9/20/17,2/1/20,2,2 years,0,2,14,0,0,0,,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,To_increase_income_independently,To provide fully for my family,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,1,,,720,1,1,1,0,0,0,0,0,0,0,1,200000,16667,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,participate_past_bdp,,0,0,0,1,0,0,0,0,0,0,0,5,4,3,4,1,3,4,4,0,0,0,1,0,0,0,2,0,3_more,1_month,others,"Phone,",4,1,i am very happy for AEC because of the training that will be helpful to us. also consider giving us loans to grow our business,0,1,10/1/19 9:14,10/1/19 8:53,aeck_17,10/1/19 12:01,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
90,KEN-105,9965a022-ac66-4382-a043-bc1430470638,Samuel Mwangangi,kenyan_client,kakuma3,,test_group,Njoki,Food,kenyan,,1,28,2,Attended Primary,1,2,Self-employment/my_business,,0,0,0,1,0,0,0,0,,2,Agribusiness,,0,1,0,0,0,0,10/21/18,2/1/20,1,1 year,0,2,78,0,0,0,,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,To_create_my_own_job_due_to_lack_of_employment,none,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,300,1,0,0,0,0,0,0,0,0,0,0,12000,1000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,no,,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,1,1,1,1,0,0,0,1,0,0,0,3,0,3_more,1_month,others,none,4,0,,welcome,1,10/3/19 14:03,10/3/19 13:50,aeck_17,10/7/19 12:30,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
100,KEN-119,e0798ccc-4a49-43e7-8f73-3b79946cbbde,Abdirahman Said,refugee-client,kakuma_2,,test_group,Salado Grocessary,Vegetables and Foodstuff,Ethiopian,,1,44,1,No Formal Education,1,4,UNHCR,,1,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,1/1/18,2/1/20,2,2 years,1,0,0,1,0,0,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,To_increase_income_independently,to create wealth for my family,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,2400,1,1,0,1,0,0,0,0,0,0,1,7200000,600000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,6,6,1,1,0,0,1,0,0,0,0,,participate_current_bdp,,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,2,1,2_month,none,others,No,4,0,,0,1,11/1/19 12:02,11/1/19 11:42,aeck_20,11/4/19 6:32,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
102,KEN-121,279e4cc6-c2d2-47a0-b69d-b7b6c538df47,Nachomo,refugee-client,kakuma_2,,test_group,Akili ni mali,Food stuff and non food stuff,Congolese,,1,32,4,Attended High School,0,13,Part-time_employment_(at_a_company_that_is_not_my_own),,0,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,6/1/13,2/1/20,6,4-6 years,0,3,14,0,0,0,,,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,To_increase_income_independently,To generate moreincome,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,600,1,1,1,0,0,0,0,0,0,0,1,120000,10000,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,participate_past_bdp,,1,1,1,0,0,0,1,0,0,0,0,3,2,3,3,2,3,3,4,0,0,0,1,0,0,0,2,0,1_week,1_6months,others,none,4,1,give us more trainings,0,1,11/1/19 8:33,11/1/19 8:18,aeck_20,11/4/19 6:32,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
103,KEN-122,e6a2ed2c-1e91-4da1-9087-123e3f059ab6,Abdirahman Said,refugee-client,kakuma_2,,test_group,Sirad Shop,"Maize, Wheat flour,",somalian,,1,38,2,Attended Primary,1,4,UNHCR,,1,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,1/20/13,2/1/20,7,> 6 years,1,1,84,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,To_provide_jobs_for_family_members,to  support my children school fees,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_have_the_need_for_credit,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,30,1,0,0,0,0,0,0,0,0,0,0,60000,5000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,,participate_current_bdp,,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,2,0,0,0,1,0,0,0,2,1,3_more,none,others,once a week,3,0,,0,1,10/23/19 9:09,10/23/19 8:46,aeck_20,10/25/19 7:36,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
125,KEN-154,ecb2ed7a-249b-4ef7-9bb9-7863e73a1231,Samuel Mwangangi,kenyan_client,kakuma_town,,test_group,Two parasons,clothes and unesiles,kenyan,,1,32,4,Attended High School,0,3,Self-employment/my_business,,0,1,0,0,0,0,0,0,,2,Agribusiness,,0,1,0,0,0,0,6/15/12,2/1/20,7,> 6 years,0,3,84,0,0,0,,,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,To_create_my_own_job_due_to_lack_of_employment,none,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_qualify_for_credit,,1,,,240,1,1,1,0,0,0,0,0,0,0,1,1100000,91667,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,0,0,1,1,0,0,0,0,0,,no,,1,0,0,1,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,0,0,0,1,0,0,0,3,0,2_week,1_6months,others,none,4,0,,welcome,1,9/27/19 9:03,9/27/19 8:46,aeck_21,9/30/19 12:26,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
129,KEN-158,f4012956-4cd3-4ca2-a951-13cfd99fd2e4,Roger,refugee-client,kalobeyei,,test_group,Bar and Hotel,"soda,chapati,juices",Congolese,,0,43,4,Attended High School,1,14,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,1,0,0,0,4/1/18,2/1/20,1,1 year,1,4,14,0,0,0,,,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,To_increase_income_independently,To cater for my family needs and also help the community by creating employment,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,1,,,1400,1,1,1,0,0,0,0,0,0,0,1,80000,6667,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,,participate_past_bdp,,1,0,0,1,1,0,0,0,0,0,0,4,3,3,3,1,3,3,4,0,0,0,1,0,0,0,2,0,2_month,1_6months,others,Freezer,3,1,I say thank you for the support.,0,1,10/2/19 10:28,10/2/19 10:13,aeck_15,10/3/19 6:47,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
130,KEN-159,4b28073d-3281-41e3-9548-a9d1bdb8e388,Nachomo,refugee-client,kakuma_1,,test_group,Kifle shop,Food stuffs,Eritrean,Eritrean,0,32,7,Diploma,1,1,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,1,0,0,0,4/1/15,2/1/20,4,4-6 years,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,To_increase_income_independently,to better my fmily life.,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,1,,,2100,1,1,1,0,0,0,0,0,0,0,1,200000,16667,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,,participate_past_bdp,,0,0,0,0,0,0,1,0,0,0,0,4,3,3,4,2,2,3,3,0,0,0,1,0,0,0,3,0,2_week,1_month,others,none,0,0,,0,1,10/14/19 10:44,10/14/19 10:23,aeck_20,10/14/19 13:11,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
132,KEN-164,fe5220e8-f3df-40d5-a40c-4cc8109a1e67,Abdirahman Said,refugee-client,kakuma_2,,test_group,Hadija shop,"Sweets, Mandazi, Soap, Omo,",somalian,,1,33,2,Attended Primary,1,8,UNHCR,,1,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,1/1/19,2/1/20,1,1 year,0,1,84,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,To_increase_income_independently,to avoid joblessness,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_qualify_for_credit,,0,Too_expensive,,150,1,0,0,0,0,0,0,0,0,0,0,108000,9000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,no,,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,2,0,1_month,none,others,Once a year,3,0,,0,1,10/1/19 9:59,10/1/19 9:45,aeck_21,10/1/19 12:03,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
133,KEN-165,bbdf6335-aeed-45a5-8052-4d6c638bad80,Charles Nyamori,refugee-client,kakuma3,,test_group,Hasina Charging Shop,Phone Charging,Sudanese,Sudanese,0,48,7,Diploma,1,24,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,8/4/05,2/1/20,14,> 6 years,0,3,14,0,0,0,,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,To_increase_income_independently,To support children's Education.,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,35,0,0,1,0,0,0,0,0,0,0,1,360000,30000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,no,,0,0,0,1,0,0,0,0,0,0,0,5,4,4,5,2,4,2,2,0,0,0,1,0,0,0,2,3,1_week,1_6months,others,none,4,1,Wants Funds to grown his business,0,1,10/3/19 14:15,10/3/19 13:51,aeck_19,10/7/19 12:33,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
136,KEN-168,727152de-436b-4998-b481-c888105b7a43,Tadicha,refugee-client,kakuma_2,,test_group,dogo shop,food staff,Burundian,,0,18,2,Attended Primary,1,1,Self-employment/my_business,,1,0,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,10/16/16,2/1/20,3,3 years,0,1,12,0,0,0,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,To_increase_income_independently,no,1,0,0,0,0,1,0,0,,0,0,0,0,35000,,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,60,1,1,0,0,0,0,0,0,0,0,0,200000,16667,Yes_strongly_fluctuating,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,,no,,1,0,1,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,1,0,0,0,1,0,0,0,1,0,1_week,1_6months,others,No,4,1,he wanted  the training to cotuniue and acesse to loan,thanks,1,10/16/19 8:56,10/16/19 8:22,aeck_20,10/16/19 12:02,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
139,KEN-173,19d6caf3-f63e-4aa8-a66e-68e3fa880b28,Nachomo,kenyan_client,kakuma3,,test_group,Etapar shop,food stuffs and other items,kenyan,,0,44,2,Attended Primary,1,5,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,1,0,0,0,1/1/17,2/1/20,3,3 years,0,1,12,0,0,0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,To_increase_income_independently,To elevate myself from poverty,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,1,,,900,1,1,1,0,0,0,0,0,0,0,1,180000,15000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,no,,0,0,1,0,0,0,1,0,0,0,0,4,3,2,2,3,2,3,4,0,0,0,1,0,0,0,3,0,1_week,1_month,others,none,4,0,,0,1,11/6/19 13:29,11/6/19 13:16,aeck_20,11/11/19 5:38,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
149,KEN-187,4b527bd6-6284-4087-8976-ebd28f4d1835,Samuel Mwangangi,refugee-client,kakuma3,,test_group,Talaso,making clothes,somalian,,0,27,2,Attended Primary,1,3,Self-employment/my_business,,1,0,0,0,0,0,0,0,,5,Manufacturing,,0,1,0,0,0,0,6/15/14,2/1/20,5,4-6 years,0,3,84,0,0,0,,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,To_increase_income_independently,none,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_trust_financial_institutions,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,760,1,1,1,0,0,0,0,0,0,0,1,240000,20000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,1,1,0,0,0,0,0,,no,,0,0,0,1,0,0,0,0,0,0,0,3,2,3,1,1,2,1,1,0,0,0,1,0,0,0,2,0,1_week,1_6months,others,none,3,0,,welcome,1,9/25/19 9:53,9/25/19 9:43,aeck_19,9/25/19 12:18,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
153,KEN-192,7a647250-07d9-4864-a0f0-357ed4fc1378,vivian,refugee-client,kakuma3,,test_group,Retail shop,"flour,sugar and other groceries",Burundian,,0,27,1,No Formal Education,1,1,Self-employment/my_business,,1,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,8/1/17,2/1/20,2,2 years,1,1,12,0,0,0,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,To_increase_income_independently,none,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,1,,,900,1,1,1,0,0,0,0,0,0,0,0,1080000,90000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,,no,,0,0,0,1,0,0,0,0,0,0,0,2,2,2,1,2,3,4,2,0,0,0,1,0,0,0,2,1,2_month,1_6months,others,fridge,4,0,,0,1,9/24/19 10:49,9/24/19 10:33,aeck_19,9/25/19 5:20,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
154,KEN-194,5c8ee230-5a4e-4ccc-b15c-e1ea9c59aead,Tadicha,refugee-client,kakuma_1,,test_group,meti Arobaini shop,food  and non food item,Ethiopian,,0,38,4,Attended High School,1,5,Self-employment/my_business,,1,0,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,5/17/13,2/1/20,6,4-6 years,1,2,70,0,0,1,7,sometime i call when i have several customers,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,To_create_my_own_job_due_to_lack_of_employment,no,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,1,,,1500,1,0,0,0,0,0,1,0,0,0,1,6000000,500000,Yes_strongly_fluctuating,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,1,0,0,0,0,0,,participate_past_bdp,,0,1,1,1,0,0,1,1,0,0,0,3,4,3,2,1,3,3,2,0,0,0,1,0,0,0,2,1,3_more,1_month,others,No,4,0,,thanks,1,9/24/19 9:51,9/24/19 9:13,aeck_14,9/25/19 5:22,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
168,KEN-211,7e78031a-1fb9-422a-bc9e-1f0e1b67df87,Samuel Mwangangi,refugee-client,kakuma_4,,test_group,Mteja ni mkwe,motor bike spare parts,Burundian,,0,29,2,Attended Primary,1,4,Self-employment/my_business,,1,0,0,0,0,0,0,0,,14,Other,spare parts,0,1,0,0,0,0,6/15/15,2/1/20,4,4-6 years,0,2,78,0,0,0,,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,To_increase_income_independently,none,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,1,,,480,1,1,1,1,0,0,0,0,0,0,1,180000,15000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,1,1,0,0,0,0,0,,participate_past_bdp,,1,0,0,0,0,0,0,1,0,0,0,3,3,2,1,1,1,1,1,0,0,0,1,0,0,0,3,0,3_more,2_month,others,none,4,0,,welcome,1,10/2/19 10:33,10/2/19 10:23,aeck_19,10/3/19 6:48,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
